                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                 1.0044,                0.59739,                 1.0567,                0.93987,                0.90854,                0.94395,                0.66307,                 1.2525,                0.70711,                 1.2268,             0.00012842,             0.00012842,             0.00012842
                     32,                0.97877,                0.57904,                 1.0467,                0.94122,                0.89442,                0.94156,                0.66712,                 1.2605,                0.69602,                 1.2409,             0.00011716,             0.00011716,             0.00011716
                     33,                0.96635,                0.56925,                 1.0433,                 0.9217,                0.90636,                0.93954,                0.66628,                  1.254,                0.68429,                 1.2322,              0.0001059,              0.0001059,              0.0001059
                     34,                0.95563,                0.55652,                 1.0375,                 0.9476,                0.90887,                 0.9473,                0.67955,                 1.2433,                0.67819,                 1.2339,              9.464e-05,              9.464e-05,              9.464e-05
                     35,                 0.9425,                0.54677,                 1.0331,                0.94415,                 0.9048,                0.94225,                0.67732,                 1.2488,                0.68287,                  1.239,             8.3379e-05,             8.3379e-05,             8.3379e-05
                     36,                 0.9298,                0.54315,                 1.0257,                0.93868,                0.90132,                0.94193,                0.67909,                  1.253,                0.67671,                 1.2429,             7.2118e-05,             7.2118e-05,             7.2118e-05
                     37,                0.91344,                0.53146,                 1.0183,                0.93573,                0.89905,                0.94057,                0.68498,                 1.2368,                 0.6705,                 1.2389,             6.0856e-05,             6.0856e-05,             6.0856e-05
                     38,                0.90443,                0.52761,                 1.0131,                0.93537,                0.90704,                0.94346,                0.67785,                 1.2381,                 0.6613,                 1.2347,             4.9595e-05,             4.9595e-05,             4.9595e-05
                     39,                0.89601,                0.52039,                 1.0148,                0.93806,                0.90565,                0.94096,                0.68352,                 1.2412,                0.66729,                 1.2455,             3.8334e-05,             3.8334e-05,             3.8334e-05
                     40,                0.89082,                0.51692,                 1.0072,                0.93035,                0.90443,                0.94125,                0.68671,                 1.2306,                 0.6572,                 1.2349,             2.7073e-05,             2.7073e-05,             2.7073e-05
