                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.7298,                 2.3892,                 1.8377,                0.00492,                      1,                0.63202,                0.30617,                 1.4182,                 2.7603,                 1.7365,                0.00026,                0.00026,                0.00026
                      2,                 1.4742,                 1.6829,                 1.6031,                      1,                0.28691,                0.67719,                0.38516,                 1.5078,                 2.4563,                 1.6971,             0.00051862,             0.00051862,             0.00051862
                      3,                 1.4391,                 1.5728,                 1.5675,                 0.5409,                0.48387,                0.56166,                0.25289,                 1.6694,                  2.167,                 1.8942,             0.00075506,             0.00075506,             0.00075506
                      4,                 1.3643,                 1.3746,                 1.4758,                 0.4889,                0.58065,                0.47124,                0.20595,                 1.9509,                 2.3029,                 2.3502,             0.00096932,             0.00096932,             0.00096932
                      5,                 1.4067,                 1.4315,                 1.5023,                0.56096,                0.58065,                0.60224,                0.28473,                 1.9652,                 1.9986,                 2.3787,              0.0011614,              0.0011614,              0.0011614
                      6,                 1.4221,                 1.3936,                 1.5289,                0.55708,                0.45161,                0.51751,                0.19865,                 2.0079,                 2.8947,                 2.3919,              0.0013313,              0.0013313,              0.0013313
                      7,                 1.3832,                 1.2887,                 1.4834,                0.36813,                0.58065,                0.48781,                0.17404,                 2.1682,                  2.679,                 2.5705,              0.0014791,              0.0014791,              0.0014791
                      8,                 1.3784,                 1.2884,                 1.5063,                0.53914,                0.51613,                0.43422,                0.14974,                 2.2285,                 2.2777,                  2.439,              0.0014456,              0.0014456,              0.0014456
                      9,                  1.353,                 1.2387,                 1.4626,                0.49706,                0.57401,                0.54845,                0.23665,                 1.7484,                 2.1509,                 1.9318,              0.0014456,              0.0014456,              0.0014456
                     10,                  1.406,                 1.2224,                 1.4888,                0.76725,                0.63825,                0.70465,                0.34043,                 1.9101,                 2.0265,                 2.0525,              0.0013664,              0.0013664,              0.0013664
                     11,                 1.3142,                 1.1568,                 1.4328,                0.77361,                0.64516,                0.68049,                0.30643,                 1.8895,                 1.9191,                 2.0515,              0.0012872,              0.0012872,              0.0012872
                     12,                 1.3077,                 1.1482,                 1.4153,                0.70789,                 0.6129,                0.68524,                0.30703,                 1.9866,                 2.0362,                 2.2649,               0.001208,               0.001208,               0.001208
                     13,                 1.3274,                 1.1319,                 1.4299,                0.61665,                0.72669,                0.69171,                0.32423,                 1.9674,                 1.7916,                 2.2109,              0.0011288,              0.0011288,              0.0011288
                     14,                   1.29,                 1.1095,                 1.4196,                0.74701,                0.70968,                0.74928,                 0.3407,                 1.8736,                  1.581,                 2.1789,              0.0010496,              0.0010496,              0.0010496
                     15,                  1.197,                0.99083,                 1.3501,                0.73168,                0.74194,                0.72908,                0.35209,                 1.7996,                 1.6204,                 2.0765,              0.0009704,              0.0009704,              0.0009704
                     16,                 1.1447,                 1.0609,                 1.3592,                0.73048,                0.69967,                0.70855,                0.30164,                 1.9808,                 1.6019,                 2.2426,              0.0008912,              0.0008912,              0.0008912
                     17,                 1.1055,                0.87592,                 1.3469,                 0.8354,                0.74194,                0.83242,                0.39518,                 1.7725,                 1.4677,                 1.9506,               0.000812,               0.000812,               0.000812
                     18,                 1.0436,                0.86394,                 1.3221,                0.77153,                0.76279,                0.83831,                0.36818,                 1.8132,                 1.3943,                 1.9568,              0.0007328,              0.0007328,              0.0007328
                     19,                 1.0208,                0.84186,                 1.2822,                0.83045,                0.80645,                0.82191,                 0.3338,                 2.0444,                 1.4079,                  2.159,              0.0006536,              0.0006536,              0.0006536
                     20,                0.98016,                 0.7951,                 1.2442,                0.79219,                0.80645,                0.81723,                0.39065,                 1.7854,                 1.3642,                 1.9463,              0.0005744,              0.0005744,              0.0005744
                     21,                0.97375,                0.72687,                 1.2563,                0.74394,                0.80645,                0.79227,                0.43321,                 1.7621,                 1.3031,                 1.9498,              0.0004952,              0.0004952,              0.0004952
                     22,                0.95979,                0.71375,                 1.2244,                0.80471,                0.67742,                 0.7606,                0.36482,                 1.7999,                 1.2804,                 1.9663,               0.000416,               0.000416,               0.000416
                     23,                0.91943,                0.70997,                 1.2111,                0.85026,                0.73292,                0.77827,                0.36239,                  1.915,                 1.2337,                 2.1339,              0.0003368,              0.0003368,              0.0003368
                     24,                0.89453,                0.70599,                 1.2084,                0.79494,                0.93548,                0.87687,                0.39203,                 1.8497,                 1.0773,                 1.9817,              0.0002576,              0.0002576,              0.0002576
                     25,                0.82197,                0.65115,                 1.1209,                0.79069,                0.90323,                0.89522,                0.40008,                  1.787,                 1.0082,                 1.9302,              0.0001784,              0.0001784,              0.0001784
