                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5449,                 2.5237,                  1.623,                0.16992,                0.96296,                0.70646,                 0.3178,                 1.3959,                 2.5719,                 1.6533,                0.00028,                0.00028,                0.00028
                      2,                  1.325,                  1.674,                 1.4078,                0.82418,                0.52098,                0.76014,                0.40943,                 1.5057,                 2.2416,                 1.7757,             0.00056359,             0.00056359,             0.00056359
                      3,                 1.2983,                 1.5123,                 1.3634,                 0.5931,                0.25926,                0.35098,                 0.1767,                 2.3432,                 2.7677,                 2.3364,             0.00083022,             0.00083022,             0.00083022
                      4,                  1.331,                 1.3887,                 1.3309,                0.64975,                0.54987,                0.54651,                0.23537,                 1.8305,                 2.3901,                 2.0112,              0.0010799,              0.0010799,              0.0010799
                      5,                 1.2931,                 1.3676,                  1.346,                0.62392,                0.67612,                0.62943,                0.31392,                 1.8963,                 2.5118,                 2.1578,              0.0013125,              0.0013125,              0.0013125
                      6,                   1.29,                 1.3471,                 1.3384,                0.61639,                  0.536,                0.57089,                0.23656,                 2.3516,                 2.8947,                  2.691,              0.0015283,              0.0015283,              0.0015283
                      7,                 1.3724,                 1.3176,                 1.3839,                0.59781,                 0.2963,                0.35863,                0.14619,                 2.4555,                 2.4438,                 2.5273,              0.0016606,              0.0016606,              0.0016606
                      8,                 1.3344,                 1.2868,                 1.3531,                0.42205,                0.40741,                0.30254,                0.14759,                 2.1936,                 2.2488,                  2.448,              0.0016606,              0.0016606,              0.0016606
                      9,                  1.238,                 1.1691,                 1.2879,                0.42822,                0.37037,                0.37326,                  0.191,                  2.241,                 2.4093,                 2.3952,               0.001604,               0.001604,               0.001604
                     10,                 1.2442,                 1.1501,                 1.2837,                0.78106,                0.55556,                0.61434,                0.29882,                 1.9891,                 1.9069,                  2.156,              0.0015474,              0.0015474,              0.0015474
                     11,                  1.188,                 1.0616,                  1.265,                0.79006,                0.69715,                0.73429,                0.34989,                 1.9929,                 1.5388,                 2.1401,              0.0014909,              0.0014909,              0.0014909
                     12,                 1.1542,                 1.0423,                 1.2407,                0.75821,                0.69709,                0.63805,                0.35202,                   1.81,                  1.577,                 2.0443,              0.0014343,              0.0014343,              0.0014343
                     13,                 1.1424,                0.97352,                 1.2489,                0.64088,                0.66667,                0.55269,                0.27827,                 2.1657,                 1.7656,                 2.4998,              0.0013777,              0.0013777,              0.0013777
                     14,                 1.1721,                0.98378,                 1.2518,                0.64192,                 0.7306,                0.67905,                0.34362,                 1.9409,                 1.8245,                 2.2611,              0.0013211,              0.0013211,              0.0013211
                     15,                 1.1087,                0.94036,                 1.2266,                0.73564,                0.66667,                0.61129,                0.32265,                 1.6022,                 1.7255,                 1.9532,              0.0012646,              0.0012646,              0.0012646
                     16,                 1.0676,                0.90432,                 1.1908,                0.83428,                0.66667,                 0.7492,                0.37218,                 1.6935,                 1.2915,                 1.8849,               0.001208,               0.001208,               0.001208
                     17,                 1.0963,                0.87257,                 1.2045,                0.84695,                0.66667,                0.71086,                0.38628,                 1.8035,                 1.3954,                 1.8689,              0.0011514,              0.0011514,              0.0011514
                     18,                 1.0246,                 0.8551,                 1.1707,                 0.8413,                 0.7037,                0.76935,                0.44855,                 1.4738,                 1.3116,                  1.597,              0.0010949,              0.0010949,              0.0010949
                     19,                 1.0268,                0.82298,                 1.1529,                0.86354,                 0.7037,                0.76941,                0.40847,                 1.6395,                 1.3259,                 1.7524,              0.0010383,              0.0010383,              0.0010383
                     20,                0.97187,                0.75554,                  1.143,                0.72685,                0.81481,                0.72811,                 0.4341,                 1.6006,                 1.3695,                 1.7067,             0.00098171,             0.00098171,             0.00098171
                     21,                0.94035,                0.73902,                 1.1243,                0.76477,                0.72283,                0.72705,                0.34546,                 1.8652,                 1.5243,                 2.0093,             0.00092514,             0.00092514,             0.00092514
                     22,                0.98254,                0.76564,                 1.1297,                0.81838,                 0.7037,                0.68714,                0.38893,                 1.6953,                 1.3137,                 1.7823,             0.00086857,             0.00086857,             0.00086857
                     23,                0.94226,                0.71996,                 1.1408,                0.74666,                0.77778,                0.71819,                0.42778,                 1.5762,                 1.1703,                 1.7604,               0.000812,               0.000812,               0.000812
                     24,                0.93202,                0.71483,                 1.1079,                0.81426,                 0.7037,                0.78431,                0.42427,                 1.6663,                 1.1413,                 1.8445,             0.00075543,             0.00075543,             0.00075543
                     25,                 0.9354,                0.68138,                 1.1036,                0.85949,                0.68005,                 0.7436,                0.37569,                 1.7535,                 1.2294,                 1.9126,             0.00069886,             0.00069886,             0.00069886
                     26,                0.86612,                0.70727,                 1.0875,                0.80375,                0.66667,                0.68829,                0.40166,                 1.7111,                 1.4103,                 1.8645,             0.00064229,             0.00064229,             0.00064229
                     27,                0.76464,                0.62143,                 1.0378,                0.84231,                0.66667,                0.69892,                0.44013,                 1.5613,                 1.3236,                 1.7352,             0.00058571,             0.00058571,             0.00058571
                     28,                0.74609,                0.59304,                 1.0533,                 0.7106,                 0.7037,                0.69332,                0.37406,                 1.6831,                  1.327,                 1.7919,             0.00052914,             0.00052914,             0.00052914
                     29,                0.69242,                0.54892,                 1.0114,                0.72306,                0.77778,                0.71205,                0.40561,                 1.6506,                 1.1715,                 1.7878,             0.00047257,             0.00047257,             0.00047257
                     30,                0.68915,                0.53126,                 1.0306,                 0.7579,                 0.7037,                0.68921,                 0.4088,                 1.7464,                  1.074,                 1.8858,               0.000416,               0.000416,               0.000416
                     31,                0.67646,                0.52625,                 0.9983,                0.82477,                0.77778,                0.80701,                 0.4297,                 1.6245,                0.97544,                 1.7581,             0.00035943,             0.00035943,             0.00035943
                     32,                0.60771,                0.49443,                0.98859,                0.87855,                0.81481,                0.81661,                0.44166,                 1.5884,                0.93812,                 1.7257,             0.00030286,             0.00030286,             0.00030286
                     33,                0.61116,                0.48318,                0.97952,                0.83971,                0.81481,                0.81647,                0.44186,                 1.5601,                0.92568,                  1.695,             0.00024629,             0.00024629,             0.00024629
                     34,                0.58507,                 0.4816,                0.96806,                0.87623,                0.81481,                0.82561,                0.42895,                 1.5366,                0.97649,                 1.7019,             0.00018971,             0.00018971,             0.00018971
                     35,                0.55813,                0.46151,                0.95929,                0.90884,                0.81481,                0.82319,                0.41947,                 1.5708,                 1.0243,                 1.7142,             0.00013314,             0.00013314,             0.00013314
