                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5765,                 3.2936,                 1.3848,                 0.2204,                 0.5615,                0.27674,                0.16975,                 1.4292,                   1.96,                 1.3642,             0.00015085,             0.00015085,             0.00015085
                      2,                 1.4116,                 2.0517,                 1.2864,                0.31579,                 0.5848,                0.38541,                0.23588,                 1.3944,                 1.6806,                 1.3481,             0.00028754,             0.00028754,             0.00028754
                      3,                 1.3746,                  1.816,                 1.2598,                0.36053,                0.67067,                 0.4628,                0.29044,                 1.3661,                 1.5262,                 1.3194,             0.00040922,             0.00040922,             0.00040922
                      4,                 1.3226,                 1.6414,                 1.2459,                0.53657,                0.69788,                0.63252,                0.39099,                 1.3722,                 1.3939,                 1.3282,             0.00038743,             0.00038743,             0.00038743
                      5,                 1.3168,                 1.4579,                  1.231,                0.76121,                0.78602,                0.79395,                0.51527,                  1.339,                 1.2273,                 1.3019,             0.00038743,             0.00038743,             0.00038743
                      6,                 1.2888,                 1.3237,                 1.2214,                0.81635,                0.78042,                0.82658,                0.53392,                  1.325,                 1.1998,                 1.2764,             0.00036491,             0.00036491,             0.00036491
                      7,                 1.2695,                 1.2271,                 1.2045,                0.87632,                0.79694,                0.87436,                0.56669,                 1.3176,                 1.0606,                 1.2677,             0.00034239,             0.00034239,             0.00034239
                      8,                 1.2259,                 1.1505,                 1.1782,                0.90674,                0.81609,                0.87459,                0.55709,                 1.3308,                 1.0577,                 1.2809,             0.00031986,             0.00031986,             0.00031986
                      9,                 1.2252,                 1.0994,                 1.1806,                0.91265,                0.83492,                 0.8948,                0.58578,                  1.283,                0.94458,                 1.2446,             0.00029734,             0.00029734,             0.00029734
                     10,                 1.2167,                 1.0478,                 1.1693,                0.92152,                0.82576,                0.89679,                0.58706,                  1.301,                0.90721,                  1.235,             0.00027482,             0.00027482,             0.00027482
                     11,                 1.1772,                0.93625,                 1.1873,                0.92153,                0.83902,                0.91561,                0.60147,                 1.3043,                0.92675,                 1.2671,              0.0002523,              0.0002523,              0.0002523
                     12,                 1.1555,                  0.888,                 1.1713,                0.93107,                0.84306,                0.92488,                0.62068,                 1.2598,                0.87929,                 1.2526,             0.00022978,             0.00022978,             0.00022978
                     13,                 1.1321,                 0.8503,                 1.1544,                0.94029,                0.84216,                 0.9242,                0.61912,                 1.2426,                0.83043,                 1.2227,             0.00020725,             0.00020725,             0.00020725
                     14,                 1.1125,                0.82132,                  1.146,                0.91808,                0.87758,                0.92575,                0.61251,                 1.2501,                0.81807,                 1.2267,             0.00018473,             0.00018473,             0.00018473
                     15,                 1.0825,                0.78437,                 1.1278,                0.92226,                0.87834,                0.92664,                0.62349,                  1.241,                0.81007,                 1.2341,             0.00016221,             0.00016221,             0.00016221
                     16,                 1.0673,                0.76186,                 1.1185,                0.93556,                0.87051,                0.93141,                0.62406,                 1.2383,                0.78591,                 1.2175,             0.00013969,             0.00013969,             0.00013969
                     17,                 1.0572,                0.74591,                  1.111,                0.93494,                0.88927,                0.93401,                0.63574,                 1.2217,                0.76646,                 1.2087,             0.00011716,             0.00011716,             0.00011716
                     18,                  1.032,                0.72402,                 1.1008,                0.91138,                 0.8968,                0.93686,                0.63765,                 1.2098,                0.76242,                 1.2084,              9.464e-05,              9.464e-05,              9.464e-05
                     19,                 1.0119,                0.70536,                 1.0924,                0.93351,                0.89148,                0.93603,                0.65112,                 1.1819,                0.73293,                 1.1847,             7.2118e-05,             7.2118e-05,             7.2118e-05
                     20,                0.99902,                0.69027,                 1.0831,                0.92831,                0.89976,                0.93851,                 0.6447,                 1.1954,                 0.7373,                 1.1945,             4.9595e-05,             4.9595e-05,             4.9595e-05
