                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.2987,                0.95588,                 1.2747,                0.79775,                0.88841,                0.91011,                0.58371,                 1.4149,                0.86796,                 1.4575,              0.0010753,              0.0010753,              0.0010753
                     13,                 1.2762,                0.93183,                 1.2737,                0.81679,                0.82723,                0.89629,                0.55846,                 1.4853,                0.92887,                 1.5239,                0.00104,                0.00104,                0.00104
                     14,                   1.27,                0.90785,                 1.2623,                0.84685,                0.88185,                0.91149,                0.59023,                 1.3633,                0.83239,                 1.4052,              0.0010046,              0.0010046,              0.0010046
                     15,                 1.2621,                0.89948,                 1.2677,                0.84076,                0.87699,                0.91916,                0.58753,                 1.4626,                0.85635,                 1.4959,             0.00096922,             0.00096922,             0.00096922
                     16,                   1.25,                0.87284,                 1.2525,                0.85734,                0.91507,                 0.9431,                 0.6018,                 1.3715,                0.76063,                 1.3811,             0.00093385,             0.00093385,             0.00093385
                     17,                 1.2184,                0.84054,                 1.2357,                0.88035,                0.88646,                0.94386,                0.62357,                 1.3354,                0.71763,                 1.3492,             0.00089848,             0.00089848,             0.00089848
                     18,                 1.2033,                0.82452,                 1.2272,                0.87593,                0.85567,                0.93448,                0.62747,                  1.292,                0.70949,                 1.3521,             0.00086312,             0.00086312,             0.00086312
                     19,                  1.202,                0.81025,                 1.2228,                0.89854,                0.87599,                0.95369,                0.63818,                 1.3394,                0.68908,                 1.3713,             0.00082775,             0.00082775,             0.00082775
                     20,                 1.1892,                0.79583,                 1.2077,                0.87525,                0.89725,                0.94236,                0.62827,                 1.2912,                0.68799,                 1.3476,             0.00079238,             0.00079238,             0.00079238
                     21,                 1.1674,                0.78819,                 1.2099,                0.86359,                0.85743,                0.92687,                 0.6263,                 1.3024,                0.71046,                  1.358,             0.00075701,             0.00075701,             0.00075701
                     22,                 1.1638,                0.76352,                 1.1997,                0.89446,                0.84925,                0.93931,                0.61415,                 1.2823,                 0.6624,                 1.3565,             0.00072164,             0.00072164,             0.00072164
                     23,                  1.148,                0.73462,                 1.1899,                0.91365,                0.89307,                0.95652,                0.64248,                 1.2746,                0.62151,                 1.3337,             0.00068628,             0.00068628,             0.00068628
                     24,                 1.1465,                0.74353,                  1.186,                0.87547,                0.89741,                0.95084,                 0.6329,                 1.2694,                0.67887,                 1.3237,             0.00065091,             0.00065091,             0.00065091
                     25,                 1.1431,                0.73271,                  1.191,                 0.9209,                0.87983,                0.95593,                0.63816,                 1.2828,                0.64524,                 1.3254,             0.00061554,             0.00061554,             0.00061554
                     26,                 1.1157,                0.72429,                  1.174,                0.91372,                0.90178,                0.95211,                0.63974,                 1.2368,                0.61768,                  1.304,             0.00058017,             0.00058017,             0.00058017
                     27,                 1.1045,                0.70188,                 1.1781,                0.85981,                0.89289,                0.95037,                0.64014,                 1.2892,                0.62506,                 1.3372,             0.00054481,             0.00054481,             0.00054481
                     28,                 1.0942,                0.68744,                 1.1621,                0.90831,                0.86201,                0.95051,                0.65781,                 1.2558,                0.60129,                 1.3546,             0.00050944,             0.00050944,             0.00050944
                     29,                 1.1068,                0.70146,                 1.1672,                0.88757,                0.91567,                0.95594,                0.65613,                 1.2541,                  0.591,                 1.3103,             0.00047407,             0.00047407,             0.00047407
                     30,                 1.0599,                0.66159,                 1.1485,                0.90637,                0.90035,                 0.9602,                0.65703,                 1.2601,                0.58091,                 1.3353,              0.0004387,              0.0004387,              0.0004387
                     31,                  1.037,                0.60168,                 1.1412,                0.92926,                 0.8935,                0.96778,                0.65573,                 1.2564,                0.58919,                 1.3237,             0.00040334,             0.00040334,             0.00040334
                     32,                 1.0091,                0.57084,                 1.1228,                0.90535,                0.91371,                0.96597,                0.65722,                 1.2595,                0.57286,                 1.3333,             0.00036797,             0.00036797,             0.00036797
                     33,                0.99395,                0.55783,                 1.1137,                0.91361,                0.89665,                0.96169,                0.66667,                  1.243,                0.56268,                 1.3164,              0.0003326,              0.0003326,              0.0003326
                     34,                0.98014,                0.53737,                 1.1019,                0.90859,                0.90378,                0.95407,                0.65951,                 1.2559,                 0.5641,                 1.3285,             0.00029723,             0.00029723,             0.00029723
                     35,                0.95773,                0.53095,                 1.0892,                0.89378,                0.91926,                0.95955,                 0.6613,                 1.2617,                0.55163,                 1.3446,             0.00026186,             0.00026186,             0.00026186
                     36,                0.95464,                0.52124,                 1.0934,                0.91195,                0.91253,                0.96298,                0.67214,                  1.227,                0.54581,                 1.3221,              0.0002265,              0.0002265,              0.0002265
                     37,                0.93102,                0.51299,                 1.0882,                0.95328,                0.88166,                0.95945,                0.66538,                 1.2474,                0.54163,                 1.3208,             0.00019113,             0.00019113,             0.00019113
                     38,                0.91376,                0.49827,                 1.0768,                0.94015,                0.88348,                0.96002,                0.66882,                 1.2433,                0.53413,                  1.336,             0.00015576,             0.00015576,             0.00015576
                     39,                0.90234,                0.48696,                 1.0688,                0.91072,                0.90887,                0.95833,                0.67211,                 1.2257,                0.53357,                 1.3397,             0.00012039,             0.00012039,             0.00012039
                     40,                0.89658,                0.48264,                  1.068,                0.91678,                 0.8955,                0.95861,                0.67304,                 1.2162,                0.52505,                 1.3269,             8.5026e-05,             8.5026e-05,             8.5026e-05
