                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.5942,                 3.3257,                 1.4215,                0.19865,                0.56611,                0.24079,                0.14651,                 1.4865,                  2.111,                   1.45,             0.00015088,             0.00015088,             0.00015088
                      2,                 1.4046,                  2.095,                  1.296,                0.24521,                0.49941,                0.31929,                0.19372,                 1.4551,                 1.6822,                 1.4393,             0.00028758,             0.00028758,             0.00028758
                      3,                 1.3451,                 1.8606,                 1.2577,                0.36121,                0.63832,                0.46674,                0.28384,                 1.4937,                 1.5904,                   1.43,             0.00040925,             0.00040925,             0.00040925
                      4,                 1.3234,                 1.6349,                 1.2566,                0.61343,                0.57326,                0.62412,                0.38284,                 1.4354,                 1.4229,                  1.401,             0.00038743,             0.00038743,             0.00038743
                      5,                 1.2957,                 1.4386,                 1.2407,                  0.811,                0.71285,                  0.803,                0.51071,                 1.4163,                 1.2551,                 1.3533,             0.00038743,             0.00038743,             0.00038743
                      6,                 1.2723,                  1.356,                 1.2258,                0.82355,                0.75157,                 0.8342,                0.52975,                 1.4204,                 1.2177,                 1.3886,             0.00036491,             0.00036491,             0.00036491
                      7,                 1.2652,                 1.2488,                 1.2217,                0.89177,                0.77594,                0.86976,                0.57197,                 1.3299,                 1.0965,                 1.3098,             0.00034239,             0.00034239,             0.00034239
                      8,                  1.238,                  1.175,                 1.2039,                 0.8714,                0.80005,                0.87433,                0.57058,                 1.3155,                 1.0184,                  1.283,             0.00031986,             0.00031986,             0.00031986
                      9,                 1.2121,                 1.1261,                 1.1769,                0.90511,                0.80229,                0.88416,                0.58365,                 1.3463,                 1.0168,                 1.3216,             0.00029734,             0.00029734,             0.00029734
                     10,                  1.209,                 1.0971,                 1.1807,                0.89791,                0.82557,                0.89405,                0.58582,                 1.3056,                 0.9832,                 1.2736,             0.00027482,             0.00027482,             0.00027482
                     11,                 1.1766,                0.96286,                 1.1942,                0.90129,                 0.8381,                0.90882,                0.59479,                 1.3467,                0.94653,                 1.2951,              0.0002523,              0.0002523,              0.0002523
                     12,                 1.1488,                0.91206,                 1.1788,                0.90927,                0.83871,                 0.9075,                0.60855,                 1.3214,                0.91112,                 1.2939,             0.00022978,             0.00022978,             0.00022978
                     13,                 1.1357,                0.86032,                 1.1718,                0.91025,                0.86252,                0.92223,                0.61858,                 1.3026,                0.86406,                 1.2705,             0.00020725,             0.00020725,             0.00020725
                     14,                 1.1102,                0.82851,                 1.1514,                0.91512,                0.86109,                 0.9244,                0.61685,                 1.3038,                0.84925,                 1.2818,             0.00018473,             0.00018473,             0.00018473
                     15,                 1.0853,                0.79654,                 1.1426,                0.90238,                0.89508,                0.93266,                  0.623,                 1.2731,                0.81349,                 1.2531,             0.00016221,             0.00016221,             0.00016221
                     16,                 1.0736,                0.77961,                 1.1325,                0.91334,                0.87265,                0.92644,                0.62639,                 1.2776,                0.80205,                 1.2622,             0.00013969,             0.00013969,             0.00013969
                     17,                  1.054,                0.75387,                 1.1197,                0.93076,                0.87073,                0.93256,                  0.636,                 1.2621,                0.78606,                 1.2448,             0.00011716,             0.00011716,             0.00011716
                     18,                 1.0353,                0.73109,                 1.1101,                0.92476,                0.86997,                0.93656,                0.63603,                 1.2405,                0.76956,                 1.2333,              9.464e-05,              9.464e-05,              9.464e-05
                     19,                 1.0195,                0.71692,                 1.1043,                0.91863,                0.87348,                0.93092,                0.63715,                 1.2488,                0.78076,                 1.2365,             7.2118e-05,             7.2118e-05,             7.2118e-05
                     20,                  1.005,                0.70113,                 1.0985,                0.93088,                0.89182,                0.93936,                0.64841,                 1.2425,                0.75207,                 1.2395,             4.9595e-05,             4.9595e-05,             4.9595e-05
