                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.3614,                 1.0016,                 1.2885,                0.84256,                0.74787,                0.84303,                0.50093,                 1.4003,                0.86047,                 1.4643,               0.000854,               0.000854,               0.000854
                     19,                 1.3605,                 0.9759,                 1.2863,                0.76154,                0.80133,                0.83785,                 0.4978,                  1.368,                0.86432,                 1.4098,             0.00082925,             0.00082925,             0.00082925
                     20,                 1.3369,                0.94736,                 1.2739,                0.83883,                0.76948,                0.84862,                0.50618,                 1.3401,                0.85117,                 1.3904,              0.0008045,              0.0008045,              0.0008045
                     21,                 1.3497,                0.94521,                 1.2735,                0.74024,                0.81132,                0.84238,                0.50045,                 1.3355,                0.79961,                 1.3929,             0.00077975,             0.00077975,             0.00077975
                     22,                 1.3322,                0.94592,                 1.2647,                0.85302,                0.77602,                0.85453,                 0.5122,                 1.2984,                0.82367,                 1.3426,               0.000755,               0.000755,               0.000755
                     23,                 1.3219,                0.92392,                 1.2663,                0.85132,                0.77021,                0.86459,                0.51688,                 1.3471,                0.75924,                 1.3926,             0.00073025,             0.00073025,             0.00073025
                     24,                 1.2979,                0.88879,                  1.245,                0.83452,                0.79378,                0.86292,                0.52647,                 1.3224,                0.77082,                 1.3766,              0.0007055,              0.0007055,              0.0007055
                     25,                 1.2798,                0.86762,                 1.2479,                0.82256,                0.78271,                0.85761,                0.52422,                 1.2821,                0.78476,                 1.3449,             0.00068075,             0.00068075,             0.00068075
                     26,                 1.2767,                0.86363,                 1.2381,                0.77747,                0.81365,                0.85502,                0.52778,                 1.2542,                0.73426,                 1.3184,               0.000656,               0.000656,               0.000656
                     27,                 1.2639,                0.84732,                 1.2266,                0.81996,                0.79992,                0.86053,                0.52033,                 1.2844,                0.74508,                 1.3417,             0.00063125,             0.00063125,             0.00063125
                     28,                 1.2635,                 0.8405,                 1.2364,                0.79356,                0.78992,                0.85775,                0.53329,                 1.3151,                0.75312,                 1.3852,              0.0006065,              0.0006065,              0.0006065
                     29,                 1.2666,                0.83794,                 1.2261,                0.85986,                0.74715,                0.87123,                 0.5326,                 1.3283,                0.75355,                 1.4022,             0.00058175,             0.00058175,             0.00058175
                     30,                 1.2485,                0.82057,                 1.2281,                0.72934,                0.84201,                0.84715,                0.52732,                  1.313,                0.73579,                 1.3768,               0.000557,               0.000557,               0.000557
                     31,                 1.2355,                0.82895,                 1.2156,                0.80657,                0.80857,                0.86555,                  0.534,                 1.2701,                0.69491,                 1.3406,             0.00053225,             0.00053225,             0.00053225
                     32,                 1.1986,                0.78833,                 1.2024,                0.80594,                0.78702,                0.86934,                0.55608,                 1.2557,                0.71381,                 1.3492,              0.0005075,              0.0005075,              0.0005075
                     33,                 1.2189,                0.79414,                 1.2047,                 0.8336,                 0.7963,                0.87653,                0.54249,                 1.2831,                0.68439,                  1.344,             0.00048275,             0.00048275,             0.00048275
                     34,                 1.2189,                0.78229,                 1.2076,                 0.8224,                0.80944,                  0.875,                0.53617,                  1.284,                0.71849,                  1.338,               0.000458,               0.000458,               0.000458
                     35,                 1.2147,                0.78925,                 1.2011,                0.84582,                0.80188,                0.87406,                0.54487,                 1.2892,                0.70523,                   1.36,             0.00043325,             0.00043325,             0.00043325
                     36,                 1.2014,                0.77402,                 1.1903,                0.84479,                 0.7781,                0.87304,                0.55026,                 1.2888,                0.74626,                 1.3399,              0.0004085,              0.0004085,              0.0004085
                     37,                 1.1816,                0.75159,                 1.1808,                0.84903,                0.78215,                0.87365,                0.54173,                  1.259,                0.70683,                 1.3375,             0.00038375,             0.00038375,             0.00038375
                     38,                 1.1843,                0.75403,                 1.1809,                0.78824,                0.81948,                0.87384,                0.55004,                 1.2794,                0.69036,                 1.3289,               0.000359,               0.000359,               0.000359
                     39,                 1.1523,                0.72208,                 1.1672,                0.79852,                0.79605,                0.87518,                0.54789,                 1.2801,                0.70941,                 1.3321,             0.00033425,             0.00033425,             0.00033425
                     40,                  1.164,                0.72743,                 1.1701,                0.85717,                0.79175,                0.87882,                0.55818,                 1.2615,                0.65756,                 1.3352,              0.0003095,              0.0003095,              0.0003095
                     41,                 1.1353,                 0.6611,                 1.1595,                 0.8466,                0.78225,                0.87771,                0.55109,                 1.2362,                0.66206,                 1.3206,             0.00028475,             0.00028475,             0.00028475
                     42,                 1.1194,                0.63447,                 1.1497,                0.85161,                0.77255,                0.87419,                 0.5386,                 1.2571,                 0.6692,                  1.328,                0.00026,                0.00026,                0.00026
                     43,                 1.0979,                0.62951,                 1.1475,                0.79963,                0.82083,                0.87971,                 0.5542,                 1.2054,                0.62697,                 1.2854,             0.00023525,             0.00023525,             0.00023525
                     44,                 1.0879,                0.61499,                 1.1335,                0.84184,                0.79292,                0.88074,                0.55744,                 1.2342,                0.62284,                 1.3174,              0.0002105,              0.0002105,              0.0002105
                     45,                 1.0755,                0.59621,                 1.1324,                0.81959,                0.80936,                0.88353,                0.55536,                  1.248,                0.63608,                 1.3225,             0.00018575,             0.00018575,             0.00018575
                     46,                 1.0616,                0.59312,                 1.1246,                0.84477,                0.79284,                0.87974,                0.55622,                  1.224,                0.61328,                 1.3103,               0.000161,               0.000161,               0.000161
                     47,                 1.0519,                0.58986,                 1.1213,                0.83811,                0.80253,                 0.8767,                0.55663,                 1.2347,                0.62276,                 1.3141,             0.00013625,             0.00013625,             0.00013625
                     48,                 1.0457,                0.57238,                 1.1162,                0.81814,                0.83848,                0.89111,                0.56319,                 1.2314,                0.61407,                 1.3189,              0.0001115,              0.0001115,              0.0001115
                     49,                 1.0323,                0.56595,                 1.1164,                0.79827,                0.83483,                0.88357,                0.56041,                 1.2439,                0.61564,                  1.336,              8.675e-05,              8.675e-05,              8.675e-05
                     50,                 1.0377,                0.56784,                 1.1146,                0.81321,                0.82639,                0.88424,                0.55809,                 1.2473,                0.61476,                 1.3377,                6.2e-05,                6.2e-05,                6.2e-05
